"","FacilityID","DeptID","Department.Name","Record.Status","Abbreviation","Synonyms","Center","External.Name","Inpatient.Dept","Specialty","Confidential.","Addr","Suite","City","State","Zip.Code","Zip.Add.On","County","Country","MPI.ID.Type","MPI.ID","Appt.Phone","ADT.Parent","Patient.Class","ADT.Unit.Type","EpicCare.Department","Logo.Filename","fullAddress","lon","lat"
"11",10103,"110","ACST SL CHILDRENS NEPHROLOGY","","ACST PED NEP","PEDS NEPHROLOGY
ANDERSON CENTER
NEPHROLOGY PEDS
NEP
ACST
CSC
CHILD
PEDS
PEDSNEP
CSCNEP
PED REN
REN
RENAL
PEDIATRIC NEPHROLOGY","ACST CSC","St. Luke's Clinic Childrens Nephrology - Boise","","Pediatric Nephrology","","100 E IDAHO ST. "," 304","BOISE","IDAHO","83712","6270","","United States of America","110","10103110","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"12",10103,"111","ACST SL CHILDRENS NEUROLOGY","","ACST PED NEU","PEDS NEUROLOGY
NEURO PEDS
ANDERSON CENTER
CSC
NEUROLOGY PEDS
ACST","ACST CSC","St. Luke's Clinic Childrens Neurology - Boise","","Pediatric Neurology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103111","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"13",10103,"112","ACST SL CHILDRENS NEUROPSYCHOLOGY","","ACST PED NPY","ANDERSON CENTER
PEDS NEUROPSYCHOLOGY
NEUROPSYCHOLOGY PEDS
CSC
NEUROPSYCH PEDS
ACST
PEDS NEURO
PEDIATRIC NEUROPSYCHOLOGY","ACST CSC","St. Luke's Clinic Childrens Neuropsychology - Boise","","Pediatric Neuropsychology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103112","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"14",10103,"113","ACST SL CHILDRENS NEUROSURGERY","","ACST PED NSU","ANDERSON CENTER
PEDS NEUOSURGERY
NEUROSURGERY PEDS
NEURO PEDS
CSC
ACST
NEUROSURG PEDS
PEDIATRIC NEUROSURGERY","ACST CSC","St. Luke's Clinic Childrens Neurosurgery - Boise","","Pediatric Neurosurgery","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103113","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"15",10103,"176","ACST SL CHILDRENS NICU FOLLOW UP CLINIC - BOISE","","ACST NICUFU","ANDERSON CENTER
PEDS NICU
PEDS FOLLOW UP","ACST CSC","St. Luke's Clinic - NICU Follow up - Boise","","Neonatology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","","110","10103176","",10103,"","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"16",10103,"162","ACST SL CHILDRENS OTOLARYNGOLOGY","","ACST COT","ENT PEDS
EAR, NOSE, AND THROAT
PEDIATRIC OTOLARYNGOLOGY
PEDIATRIC ENT","ACST CSC","St. Luke's Children's - Otolaryngology - Boise","","Pediatric Otolaryngology","","100 E IDAHO ST.",NA,"BOISE","IDAHO","83712",NA,"ADA","United States of America","110","10103162","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST., BOISE, IDAHO, 83712",-116.1935105,43.6120865
"17",10103,"163","ACST SL CHILDRENS PHYSICAL MEDICINE AND REHAB","","ACST PHYS","PHYSIATRY
PEDIATRIC PHYSICAL MEDICINE AND REHAB
PEDS PHYSICAL MEDICINE AND REHAB
PEDIATRIC PHYSIATRY
PEDS PHYSIATRY","ACST CSC","St. Luke's Pediatric Physical Medicine & Rehab-Boise","","Pediatric Physical Medicine and Rehabilitation","","100 E IDAHO ST.",NA,"BOISE","IDAHO","83712",NA,"ADA","United States of America","110","10103163","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST., BOISE, IDAHO, 83712",-116.1935105,43.6120865
"18",10103,"114","ACST SL CHILDRENS PULMONOLOGY","","ACST PED PUL","PEDS PULMONOLOGY
ANDERSON CENTER
PULMONOLOGY PEDS
ACST
PEDS
PUL
CSC
CHILD
PEDSPUL
CSCPUL","ACST CSC","St. Luke's Clinic Childrens Pulmonology - Boise","","Pediatric Pulmonology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","United States of America","110","10103114","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"19",10103,"115","ACST SL CHILDRENS SURGERY","","ACST PED SUR","SURGERY PEDS
ANDERSON CENTER
PEDS SURGERY
ACS
SURG
PEDS
CSC
PEDSSURG","ACST CSC","St. Luke's Clinic Childrens Surgery - Boise","","Pediatric Surgery","","100 E IDAHO ST. "," 300","BOISE","IDAHO","83712","6269","","United States of America","110","10103115","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"20",10103,"184","ACST SL CHILDRENS YEAH","","ACST YEAH","ACST YEAH
YEAH","ACST","St. Luke's Children's - YEAH - Boise","","Physical Fitness","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103184","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"21",10103,"158","ACST SL IDAHO PULMONARY ASSOCIATES","","ACST IPA","ACST IPA
PULMONARY
CSC","ACST","ACST SL IDAHO PULMONARY ASSOCIATES - Boise","","Pulmonology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712",NA,"","United States of America","110","10103158","",NA,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"22",10103,"164","ACST SLC ANAL RECTAL MONOMETRY","","ACST ARM","COLORECTAL
ARM
ACST","ACST","St. Luke's Clinic - Anal Rectal Manometry - Boise","","Colon and Rectal Surgery","","100 E IDAHO ST. "," 316","BOISE","IDAHO","83712",NA,"ADA","United States of America","110","10103164","",10103,"","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"23",10103,"118","ACST SLC CENTER FOR PANCREATIC DISEASE","","ACST CFPD","CENTER FOR PANCREATIC
PANCREATIC DISEASE
CFPD
CPLD
LIVER
PANC","ACST","St. Luke's Clinic Center for Pancreatic Disease - Boise","","Pancreatico-Hepatobiliary","","100 E IDAHO ST. "," 301","BOISE","IDAHO","83712","6269","ADA","United States of America","110","10103118","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"24",10103,"105","ACST SLC CHILDRENS CARDIOLOGY","","ACST PED CRD","PEDS CARD
CARDIOLOGY PEDS
ANDERSON CENTER
ACST","ACST CSC","St. Luke's Clinic Childrens Cardiology - Boise","","Pediatric Cardiology","","100 E IDAHO ST. "," 304","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103105","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"25",10103,"148","ACST SLC CYSTIC FIBROSIS CLINIC    ","","ACST CFPEDS","CYSTIC FIBROSIS PEDS
CF
CYSTIC FIB PEDS
ANDERSON CENTER
FIB
PEDS
CHILD
CSC
PED
PEDSCYST","ACST CSC","St. Luke's Clinic Cystic Fibrosis Clinic - Boise","","Pediatric Cystic Fibrosis","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103148","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"26",10103,"103","ACST SLC MOUNTAIN STATES UROLOGY PEDIATRICS","","ACST MSU PED","MSU PEDS
PEDS MSU
ANDERSON CENTER","","St. Luke's Clinic Mountain States Urology Pediatrics","","Pediatric Urology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","United States of America","110","10103103","",10103,"Clinic Outpatient","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"27",10103,"104","ACST SLC OBSTETRICS AND GYNECOLOGY","","ACST OBGYN","OBGYN
BOISE OBGYN
OB GYN
OB/GYN
ANDERSON CENTER","ACST","St. Luke's Clinic Obstetrics and Gynecology - Boise","","Obstetrics and Gynecology","","100 E IDAHO ST. "," 302","BOISE","IDAHO","83712","6269","","United States of America","110","10103104","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"28",10103,"116","ACST SLC SPINA BIFIDA CLINIC","","ACST SBC","SPINA BIFIDA
ANDERSON CENTER
ACST
MYELO
SB
CSC
PEDSSPIN
CSCSPIN","ACST CSC","St. Luke's Clinic Spina Bifida Clinic - Boise","","Spina Bifida","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","United States of America","110","10103116","208-381-7000",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"29",10103,"117","ACST SLC THE WOMAN'S CLINIC","","ACST TWC","WOMAN'S CLINIC
THE WOMAN'S CLINIC
THE WOMANS CLINIC
WOMANS
OB","ACST","St. Luke's Clinic The Woman's Clinic - Boise","","Obstetrics and Gynecology","","100 E IDAHO ST. "," 400","BOISE","IDAHO","83712","6267","","United States of America","110","10103117","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"30",10103,"100","ACST SLC TREASURE VALLEY PEDIATRICS","","ACST TVPEDS","TREASURE VALLEY PEDS
TVPEDS
BTVP
ANDERSON CENTER","SLC TREASURE VALLEY PED CLINICS","St. Luke's Children's Treasure Valley Pediatrics-Boise","","Pediatrics","","100 E IDAHO "," 401","BOISE","IDAHO","83712","6267","ADA","United States of America","110","10103100","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"31",10103,"159","ACST SLC UROLOGY ONCOLOGY","","ACST URONC","UROLOGY ONCOLOGY
ONC
URO
UROONC
BOISE
ACST
ANDERSON
URONC","ACST","St. Luke's Clinic - Urology Oncology - Boise","","Urologic Oncology","","100 E IDAHO ST.",NA,"BOISE","IDAHO","83712","6267","ADA","United States of America","110","10103159","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST., BOISE, IDAHO, 83712",-116.1935105,43.6120865
"32",10126,"102","AMER SL OCCUPATIONAL HEALTH AND SPINE WELLNESS","","AMER OHSW","OCC HEALTH
CENTER FOR SPINE WELLN
AMERICANA
CSW
SPINE
SPINE WELLNESS","AMER","St. Luke's Occupational Health & Spine Wellness - Ameri","","Occupational Medicine","","703 S AMERICANA BLVD",NA,"BOISE","IDAHO","83702","5099","ADA","United States of America","110","10126102","",10126,"","","Yes","","703 S AMERICANA BLVD, BOISE, IDAHO, 83702",-116.2193782,43.61752
"33",10126,"101","AMER SLC ORTHO AMERICANA","","AMER ORTHO","AMERICANA
ORTHO
BOISE ORTHO
BOC
ORTHOPEDICS","AMER","St. Luke's Clinic - Orthopaedic - Americana","","Orthopedic Surgery","","703 S AMERICANA BLVD "," 120","BOISE","IDAHO","83702","5099","ADA","United States of America","110","10126101","",10126,"Clinic Outpatient
Specimen","","Yes","","703 S AMERICANA BLVD , BOISE, IDAHO, 83702",-116.2193782,43.61752
"34",10126,"111","AMER SLC PSYCHIATRIC WELLNESS","","AMER PSYCH","AMER
PSYCH
WELLNESS","AMER","St. Luke's Clinic - Psychiatric Wellness - Boise","","Psychiatry","","703 S AMERICANA BLVD "," 150","BOISE","IDAHO","83702","5099","ADA","United States of America","110","10126111","",10126,"Clinic Outpatient","","Yes","","703 S AMERICANA BLVD , BOISE, IDAHO, 83702",-116.2193782,43.61752
"35",10141,"101","ANTICOAGULATION CLINIC -  SLICA NAMPA","","NICA IC ACC","ANTICOAGULATION
ACC
NAMPA
SLICA
COUMADIN
WARFARIN","NICA","ANTICOAGULATION CLINIC -  SLICA NAMPA","","Anticoagulation","","215 E HAWAII AVE.",NA,"NAMPA","IDAHO","83686","6011","CANYON","United States of America","110","10141101","",10141,"Therapies Series","","Yes","","215 E HAWAII AVE., NAMPA, IDAHO, 83686",-116.5706234,43.554591
"36",10509,"110","ANTICOAGULATION CLINIC - BAKER CITY","","BCSSC ACC","ANTICOAG BAKER CITY
ACC
COUMADIN
BAKER CITY","BCRC","Anticoagulation Clinic - Baker City","","Anticoagulation","","3445 POCAHONTAS ROAD",NA,"BAKER CITY","OREGON","97814","3599","BAKER","United States of America","110","10509110","",10509,"Therapies Series","","Yes","","3445 POCAHONTAS ROAD, BAKER CITY, OREGON, 97814",-117.8499581,44.7961423
"37",10115,"101","ANTICOAGULATION CLINIC - BHC","","BHC ACC","ANTICOAG
BHC
BOISE
BOISE HEART CLINIC
ACC
COUMADIN
WARFARIN","BHC","ANTICOAGULATION CLINIC - BHC","","Anticoagulation","","287 W JEFFERSON ST.",NA,"BOISE","IDAHO","83702","6045","ADA","United States of America","110","10115101","",10115,"Therapies Series","","Yes","","287 W JEFFERSON ST., BOISE, IDAHO, 83702",-116.195293,43.614568
"38",10101,"185","ANTICOAGULATION CLINIC - EAGLE","","EMC ACC","EMC
ANTICOAG
EAGLE
INR
ACC
COUMADIN
WARFARIN","EMC","ANTICOAGULATION CLINIC - EAGLE","","Anticoagulation","","3101 E. STATE ST. "," 2120","EAGLE","IDAHO","83616","6232","ADA","United States of America","110","10101185","",10101,"Therapies Series","","Yes","","3101 E. STATE ST. , EAGLE, IDAHO, 83616",-116.3163704,43.6818299
"39",10303,"112","ANTICOAGULATION CLINIC - MCCALL","","PLMC ACC","ACC
ANTICOAG
ACC MCCALL","PLMC","St. Luke's Anticoagulation Clinic - McCall","","Anticoagulation","","211 FOREST ST.",NA,"MCCALL","IDAHO","83638","5256","VALLEY","United States of America","110","10303112","",10303,"Therapies Series","","Yes","","211 FOREST ST., MCCALL, IDAHO, 83638",-116.1116918,44.9092053
"40",10140,"120","ANTICOAGULATION CLINIC - SLICA FRUITLAND","","FLMC IC ACC","ANTICOAG
SLICA FRUITLAND
FRUITLAND
ACC
FLMC","FLMC","Anticoagulation Clinic - SLICA Fruitland","","Anticoagulation","","1210 NW 16TH ST.",NA,"FRUITLAND","IDAHO","83619",NA,"PAYETTE","United States of America","110","10140120","",10140,"Therapies Series","","Yes","","1210 NW 16TH ST., FRUITLAND, IDAHO, 83619",-116.9290768,44.0248559
"41",10155,"104","ANTICOAGULATION CLINIC - SLICA FRUITLAND","Inactive","FMC IC ACC","ANTICOAG
SLICA FRUITLAND
FRUITLAND
ACC","","Anticoagulation Clinic - SLICA Fruitland","","","","1107 NW 11TH ST.",NA,"FRUITLAND","IDAHO","83619","2255","PAYETTE","United States of America","110","10155104","",10155,"Therapies Series","","Yes","","1107 NW 11TH ST., FRUITLAND, IDAHO, 83619",-116.9253292,44.0218203
"42",10132,"103","ANTICOAGULATION CLINIC - SLICA MERIDIAN","","MML IC ACC","ANTICOAG
IDAHO CARDIOLOGY MERIDIAN
MERIDIAN
ACC
COAG
COUMADIN
WARFARIN
PROTIME
INR","MML","ANTICOAGULATION CLINIC - SLICA MERIDIAN","","Anticoagulation","","3525 E LOUISE DR. "," 400","MERIDIAN","IDAHO","83642","6303","ADA","United States of America","110","10132103","",10132,"Therapies Series","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"43",10133,"121","ANTICOAGULATION CLINIC- MERIDIAN","Inactive","MMOP ACC","ACC
COUMADIN
MERIDIAN MEDICAL OFFICE PLAZA","","Anticoagulation Clinic - MERIDIAN","","Anticoagulation","","520 S. EAGLE ROAD "," 2104","MERIDIAN","IDAHO","83642","6363","","United States of America","110","10133121","",10133,"Therapies Series","","Yes","","520 S. EAGLE ROAD , MERIDIAN, IDAHO, 83642",-116.3524898,43.5993675
"44",10125,"106","ANTICOAGULATION CLINIC- PARKCENTER","","PKC ACC","ANTICOAG PARKCENTER
PARKCENTER
ANTICOAG
ACC
COUMADIN
WARFARIN
PKC","PKC","ANTICOAGULATION CLINIC- PARKCENTER","","Anticoagulation","","701 E PARKCENTER BLVD",NA,"BOISE","IDAHO","83706","6528","ADA","United States of America","110","10125106","",10125,"Therapies Series","","Yes","","701 E PARKCENTER BLVD, BOISE, IDAHO, 83706",-116.1753718,43.5894268
"45",10136,"101","ANTICOAGULATION CLINIC- SLICA CALDWELL","","CIC IC ACC","ANTICOAGULATION
COUMADIN
ANTI COAG
CALDWELL ANTICOAG
CALDWELL ANTI COAG
ACC
WARFARIN","CIC","Anticoagulation Clinic- SLICA Caldwell","","Anticoagulation","","315 E. ELM "," 350","CALDWELL","IDAHO","83605","4881","","United States of America","110","10136101","",10136,"Therapies Series","","Yes","","315 E. ELM , CALDWELL, IDAHO, 83605",-116.694786,43.653882
"46",10116,"102","ANTICOAGULATION CLINIC- SLICA JEFFERSON","","JMOP IC ACC","SLICA JEFFERSON
ANTICOAG
ACC
WARFARIN
COUMADIN
JMOP","JMOP","ANTICOAGULATION CLINIC- SLICA JEFFERSON - Boise","","Anticoagulation","","300 E JEFFERSON ST. "," 101","BOISE","IDAHO","83712","6221","","United States of America","110","10116102","",10116,"Therapies Series","","Yes","","300 E JEFFERSON ST. , BOISE, IDAHO, 83712",-116.1902849,43.6127171
"47",10133,"120","ANTICOAGULATION CLINIC- SLICA MERIDIAN","Inactive","MMOP IC ACC","MERIDIAN MEDICAL OFFICE PLAZA
ANTICOAG
SLICA MERIDIAN
MERIDIAN SLICA","","Anticoagulation Clinic- SLICA Meridian","","Anticoagulation","","520 S EAGLE ROAD
"," 3104","MERIDIAN","IDAHO","83642",NA,"","United States of America","110","10133120","",10133,"Therapies Series
Clinic Outpatient","","Yes","","520 S EAGLE ROAD
, MERIDIAN, IDAHO, 83642",-116.3524898,43.5993675
"48",10113,"111","APMB SL CHILDRENS BOWEL AND BLADDER CLINIC","","APMB CBBC","BOWEL AND BLADDER PEDS
BBCT WORKFLOW
PEDS
BLADDER
BOWEL
BBC
CHILD
CSC
PEDIATRIC BOWEL AND BL","APMB","St. Luke's Children's Bowel and Bladder Clinic-Boise","","Bowel and Bladder","","222 N 2ND ST. "," 315","BOISE","IDAHO","83702",NA,"","","110","10113111","",10113,"Clinic Outpatient
Specimen","","Yes","","222 N 2ND ST. , BOISE, IDAHO, 83702",-116.1949348,43.6131093
"49",10113,"108","APMB SL CHILDRENS ENDOCRINOLOGY","","APMB PED END","PEDS ENDO
ENDO PEDS
ANDERSON PLAZA","APMB CSC","St. Luke's Children's - Endocrinology - Boise","","Pediatric Endocrinology","","222 N 2ND ST. "," 215","BOISE","IDAHO","83702","6130","ADA","United States of America","110","10113108","",10113,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","222 N 2ND ST. , BOISE, IDAHO, 83702",-116.1949348,43.6131093
"50",10113,"113","APMB SL CHILDRENS NEPHROLOGY","","APMB CSC NEP","PEDS NEPHROLOGY
APMB NEPHROLOGY
PED REN
REN
RENAL
PEDIATRIC NEPHROLOGY
CSCNEP
PEDSNEP
PEDS
CHILD
CSC
NEP
NEPHROLOGY PEDS","APMB","St. Luke's Clinic Childrens Nephrology - Boise","","Pediatric Nephrology","","222 N 2ND ST. "," 215","BOISE","IDAHO","83702","6130","","","110","10113113","",10113,"Clinic Outpatient
Specimen","","Yes","","222 N 2ND ST. , BOISE, IDAHO, 83702",-116.1949348,43.6131093
"51",10113,"101","APMB SL CHILDRENS OPHTHALMOLOGY","","APMB OPHTH","ANDERSON PLAZA MEDICAL BUILDING
OPHTHALMOLOGY
PED OPTH
OPHTH PEDS","APMB CSC","St. Luke's Childrens - Ophthalmology - Boise","","Pediatric Ophthalmology","","222 N 2ND ST. "," 215","BOISE","IDAHO","83702","6130","","United States of America","110","10113101","",10113,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","222 N 2ND ST. , BOISE, IDAHO, 83702",-116.1949348,43.6131093
"52",10113,"110","APMB SL CHILDRENS UROLOGY","","APMB CSC URO","CHILDRENS UROLOGY
PEDS UROLOGY
UROLOGY PEDS
CSC
URO
PEDS
PEDURO","APMB CSC","St. Luke's Children's Urology - Boise","","Pediatric Urology","","222 N 2ND ST. "," 315","BOISE","IDAHO","83702",NA,"","","110","10113110","",10113,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","222 N 2ND ST. , BOISE, IDAHO, 83702",-116.1949348,43.6131093
"53",10113,"107","APMB SLC GENERAL SURGERY - KEMP","","APMB GEN SUR","KEMP
2ND FLOOR
SURGERY
GENERAL SURGERY
FORGUT
ADVANCED LAPAROSCOPY","APMB","St. Luke's Clinic - General Surgery - Boise","","General Surgery","","222 N 2ND ST. "," 201","BOISE","IDAHO","83702","6130","ADA","United States of America","110","10113107","",10113,"Clinic Outpatient
Specimen","","Yes","","222 N 2ND ST. , BOISE, IDAHO, 83702",-116.1949348,43.6131093
"54",10113,"105","APMB SLC GENERAL SURGERY - SZENTES","","APMB GEN SUR","SZENTES
3RD FLOOR
GENERAL SURGERY
SUITE 311","APMB","St. Luke's Clinic - General Surgery - Boise","","General Surgery","","222 N 2ND ST. "," 311","BOISE","IDAHO","83712","6131","ADA","United States of America","110","10113105","",10113,"Clinic Outpatient
Specimen","","Yes","","222 N 2ND ST. , BOISE, IDAHO, 83712",-116.1949348,43.6131093
