"","Facility.ID","FACILITY.NAME","ADDRESS","CITY","STATE","ZIP.CODE","AREA.CODE","PHONE","fullAddress.x","lon.x","lat.x","DeptID","Department.Name","Record.Status","Abbreviation","Synonyms","Center","External.Name","Inpatient.Dept","Specialty","Confidential.","Addr","Suite","City","State","Zip.Code","Zip.Add.On","County","Country","MPI.ID.Type","MPI.ID","Appt.Phone","ADT.Parent","Patient.Class","ADT.Unit.Type","EpicCare.Department","Logo.Filename","fullAddress.y","lon.y","lat.y"
"11",10101,"SLHS ST LUKES EAGLE MEDICAL CENTER","3101 EAST STATE STREET","EAGLE","Idaho","83616","208","473-3000","3101 EAST STATE STREET, EAGLE, Idaho, 83616",-116.3163704,43.6818299,"100","EMC SLC FAMILY MEDICINE - EAGLE","","EMC SLFM","EAGLE FAMILY MEDICINE
SLFM EAGLE
SLFM
EAGLE","","St. Luke's Family Medicine - Eagle","","Family Medicine","","3101 E STATE ST. "," 2120","EAGLE","IDAHO","83616","6232","","United States of America","110","10101100","",10101,"Clinic Outpatient","Emergency Dept","Yes","","3101 E STATE ST. , EAGLE, IDAHO, 83616",-116.3163704,43.6818299
"12",10101,"SLHS ST LUKES EAGLE MEDICAL CENTER","3101 EAST STATE STREET","EAGLE","Idaho","83616","208","473-3000","3101 EAST STATE STREET, EAGLE, Idaho, 83616",-116.3163704,43.6818299,"186","EMC SLC FAMILY MEDICINE - EAGLE","","EMC SLFM","EAGLE FAMILY MEDICINE
SLFM EAGLE
SLFM
EAGLE","EMC","St. Lukes Clinic - Family Medicine - Eagle","","Family Medicine","","3101 E STATE ST. "," 1100","EAGLE","IDAHO","83616","6232","ADA","United States of America","110","10101186","",10101,"Clinic Outpatient
Specimen","","Yes","","3101 E STATE ST. , EAGLE, IDAHO, 83616",-116.3163704,43.6818299
"13",10101,"SLHS ST LUKES EAGLE MEDICAL CENTER","3101 EAST STATE STREET","EAGLE","Idaho","83616","208","473-3000","3101 EAST STATE STREET, EAGLE, Idaho, 83616",-116.3163704,43.6818299,"101","EMC SLC INTERNAL MEDICINE - EAGLE","","EMC SLIM","SLIM EAGLE
SLIM
EAGLE","EMC INTERNAL MEDICINE","St. Luke's Clinic Internal Medicine - Eagle","","Internal Medicine","","3101 E. STATE ST. "," 2120","EAGLE","IDAHO","83616","6232","","United States of America","110","10101101","",10101,"Clinic Outpatient
Specimen","","Yes","","3101 E. STATE ST. , EAGLE, IDAHO, 83616",-116.3163704,43.6818299
"14",10101,"SLHS ST LUKES EAGLE MEDICAL CENTER","3101 EAST STATE STREET","EAGLE","Idaho","83616","208","473-3000","3101 EAST STATE STREET, EAGLE, Idaho, 83616",-116.3163704,43.6818299,"102","EMC SLC MOUNTAIN STATES UROLOGY CENTER - EAGLE","","EMC MSU","MSU EAGLE
MSU
EAGLE MSU
EAGLE
UROLOGY
URO
EMC
MSUEMC
EMCMSU
UROMSU
MSUURO
EMCURO
MOUNTAIN STATES
REGIONAL","EMC","St. Luke's Clinic Mountain States Urology - Eagle","","Urology","","3101 E STATE ST. "," 2107","EAGLE","IDAHO","83616","6232","","United States of America","110","10101102","",10101,"Clinic Outpatient
Specimen","","Yes","","3101 E STATE ST. , EAGLE, IDAHO, 83616",-116.3163704,43.6818299
"15",10101,"SLHS ST LUKES EAGLE MEDICAL CENTER","3101 EAST STATE STREET","EAGLE","Idaho","83616","208","473-3000","3101 EAST STATE STREET, EAGLE, Idaho, 83616",-116.3163704,43.6818299,"188","EMC SLC RHEUMATOLOGY EAGLE","","EMC RHEUM","EMC
RHEUMATOLOGY
EAGLE
EMC RHU
RHU","EMC","St. Luke's Clinic Rheumatology - Eagle","","Rheumatology","","3101 E. STATE ST.  "," 2107","EAGLE","IDAHO","83616",NA,"","","110","10101188","",10101,"Clinic Outpatient
Specimen","","Yes","","3101 E. STATE ST.  , EAGLE, IDAHO, 83616",-116.3163704,43.6818299
"16",10102,"SLHS MERIDIAN MEDICAL CENTER","520 SOUTH EAGLE ROAD","MERIDIAN","Idaho","83642","208","706-5000","520 SOUTH EAGLE ROAD, MERIDIAN, Idaho, 83642",-116.3524898,43.5993675,"113","MMC EMPLOYEE HEALTH","","MMC EMPHLTH","MERIDAN EH
EHW
EMPLOYEE","MMC","Meridian Employee Health","","Family Medicine","","520 S EAGLE ROAD",NA,"MERIDIAN","IDAHO","83642","6351","","United States of America","110","10102113","",10102,"","","Yes","","520 S EAGLE ROAD, MERIDIAN, IDAHO, 83642",-116.3524898,43.5993675
"17",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"132","ACST GYN ONC CLINIC","","ACST GYN ONC","GYN ONC
MSTI GYN ONC
ANDERSON CENTER
ACST","ACST","MSTI GYN Oncology - Boise","","Gynecologic Oncology","","100 E. IDAHO ST.",NA,"BOISE","IDAHO","83712","6267","ADA","United States of America","110","10103132","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E. IDAHO ST., BOISE, IDAHO, 83712",-116.1935105,43.6120865
"18",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"171","ACST SL CHILDRENS CARE COORDINATORS","","ACST CCOOR","CSC CARE COORDINATORS
CARE COORDINATORS
CHILDRENS","ACST CSC","St. Luke's Children's Care Coordinator","","Pediatrics","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","","110","10103171","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"19",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"161","ACST SL CHILDRENS DIETITIAN CLINIC","","ACST DIET","DIETITIAN PEDS
CSC
CSC DIETICIAN
PEDS
PEDSDIET
CHILD","ACST CSC","St. Luke's Children's - Dietitian - Boise","","Pediatric Dietitian","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103161","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"20",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"183","ACST SL CHILDRENS EATING DISORDER CLINIC","","ACST EAT DIS","ACST EAT DIS","ACST","St. Luke's Children's - Eating Disorder - Boise","","Pediatric Eating Disorder","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103183","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"21",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"102","ACST SL CHILDRENS GASTROENTEROLOGY","","ACST PED GAS","PEDS GASTRO
PEDIATRIC GASTRO
ANDERSON CENTER
PEDS
GAS
PEDSGASTRO
PEDGASTRO
GASTRO PEDS
PEDS GAS","ACST CSC","St. Luke's Clinic- Childrens Gastroenterology - Boise","","Pediatric Gastroenterology","","100 E IDAHO ST. "," 316","BOISE","IDAHO","83712","6269","","United States of America","110","10103102","",10103,"Clinic Outpatient","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"22",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"107","ACST SL CHILDRENS GENETICS","","ACST PED GEN","PEDS GENETICS
GENETICS PEDS
ANDERSON CENTER","ACST CSC","St. Luke's Clinic Childrens Genetics - Boise","","Pediatric Genetics","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103107","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"23",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"160","ACST SL CHILDRENS GI - INTESTINAL REHABILITATION","","ACST CIR","ACST
CHILD
INTEST
PEDSINT
PEDS
REHAH
IRC PEDS
PEDSURO
PEDSGASTRO
PEDS GAS
PEDIATRIC GASTRO","ACST CSC","St. Luke's Childrens- Intestinal Rehabilitation - Boise","","Pediatric Intestinal Rehab","","100 E IDAHO ST. ","100","BOISE","IDAHO","83712",NA,"","United States of America","110","10103160","",NA,"Clinic Outpatient","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"24",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"108","ACST SL CHILDRENS INFECTIONS AND IMMUNE DEFICIENCY","","ACST IIDC","ANDERSON CENTER
PEDS INFECTIOUS
INFECTIOUS DISEASE PEDS
PEDS
CSC
INFECT PEDS
CHILD
DISEASE
ID
PEDSINFE
CSCINF
PEDIATRIC INFECTIONS AND IMMUNE DISEASE
CHILDRENS IMMUNOLOGY","ACST CSC","St. Luke's Children's -Infections and Immune Deficiency","","Pediatric Infectious Disease","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","United States of America","110","10103108","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"25",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"165","ACST SL CHILDRENS MENTAL HEALTH","","ACST CMH","","ACST","St. Lukes Childrens Neurobehavioral Medicine-Boise","","Pediatric Mental Health","","100 E IDAHO "," 200","BOISE","IDAHO","83712",NA,"ADA","United States of America","110","10103165","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"26",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"109","ACST SL CHILDRENS METABOLIC","","ACST PED MET","PEDS METABOLIC
METABOLIC PEDS
ANDERSON CENTER
PED MET
PEDIATRIC METABOLIC","ACST CSC","St. Luke's Clinic Childrens Metabolic - Boise","","Pediatric Metabolics","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103109","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"27",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"110","ACST SL CHILDRENS NEPHROLOGY","","ACST PED NEP","PEDS NEPHROLOGY
ANDERSON CENTER
NEPHROLOGY PEDS
NEP
ACST
CSC
CHILD
PEDS
PEDSNEP
CSCNEP
PED REN
REN
RENAL
PEDIATRIC NEPHROLOGY","ACST CSC","St. Luke's Clinic Childrens Nephrology - Boise","","Pediatric Nephrology","","100 E IDAHO ST. "," 304","BOISE","IDAHO","83712","6270","","United States of America","110","10103110","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"28",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"111","ACST SL CHILDRENS NEUROLOGY","","ACST PED NEU","PEDS NEUROLOGY
NEURO PEDS
ANDERSON CENTER
CSC
NEUROLOGY PEDS
ACST","ACST CSC","St. Luke's Clinic Childrens Neurology - Boise","","Pediatric Neurology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103111","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"29",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"112","ACST SL CHILDRENS NEUROPSYCHOLOGY","","ACST PED NPY","ANDERSON CENTER
PEDS NEUROPSYCHOLOGY
NEUROPSYCHOLOGY PEDS
CSC
NEUROPSYCH PEDS
ACST
PEDS NEURO
PEDIATRIC NEUROPSYCHOLOGY","ACST CSC","St. Luke's Clinic Childrens Neuropsychology - Boise","","Pediatric Neuropsychology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103112","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"30",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"113","ACST SL CHILDRENS NEUROSURGERY","","ACST PED NSU","ANDERSON CENTER
PEDS NEUOSURGERY
NEUROSURGERY PEDS
NEURO PEDS
CSC
ACST
NEUROSURG PEDS
PEDIATRIC NEUROSURGERY","ACST CSC","St. Luke's Clinic Childrens Neurosurgery - Boise","","Pediatric Neurosurgery","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103113","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"31",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"176","ACST SL CHILDRENS NICU FOLLOW UP CLINIC - BOISE","","ACST NICUFU","ANDERSON CENTER
PEDS NICU
PEDS FOLLOW UP","ACST CSC","St. Luke's Clinic - NICU Follow up - Boise","","Neonatology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","","110","10103176","",10103,"","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"32",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"162","ACST SL CHILDRENS OTOLARYNGOLOGY","","ACST COT","ENT PEDS
EAR, NOSE, AND THROAT
PEDIATRIC OTOLARYNGOLOGY
PEDIATRIC ENT","ACST CSC","St. Luke's Children's - Otolaryngology - Boise","","Pediatric Otolaryngology","","100 E IDAHO ST.",NA,"BOISE","IDAHO","83712",NA,"ADA","United States of America","110","10103162","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST., BOISE, IDAHO, 83712",-116.1935105,43.6120865
"33",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"163","ACST SL CHILDRENS PHYSICAL MEDICINE AND REHAB","","ACST PHYS","PHYSIATRY
PEDIATRIC PHYSICAL MEDICINE AND REHAB
PEDS PHYSICAL MEDICINE AND REHAB
PEDIATRIC PHYSIATRY
PEDS PHYSIATRY","ACST CSC","St. Luke's Pediatric Physical Medicine & Rehab-Boise","","Pediatric Physical Medicine and Rehabilitation","","100 E IDAHO ST.",NA,"BOISE","IDAHO","83712",NA,"ADA","United States of America","110","10103163","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST., BOISE, IDAHO, 83712",-116.1935105,43.6120865
"34",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"114","ACST SL CHILDRENS PULMONOLOGY","","ACST PED PUL","PEDS PULMONOLOGY
ANDERSON CENTER
PULMONOLOGY PEDS
ACST
PEDS
PUL
CSC
CHILD
PEDSPUL
CSCPUL","ACST CSC","St. Luke's Clinic Childrens Pulmonology - Boise","","Pediatric Pulmonology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","","United States of America","110","10103114","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"35",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"115","ACST SL CHILDRENS SURGERY","","ACST PED SUR","SURGERY PEDS
ANDERSON CENTER
PEDS SURGERY
ACS
SURG
PEDS
CSC
PEDSSURG","ACST CSC","St. Luke's Clinic Childrens Surgery - Boise","","Pediatric Surgery","","100 E IDAHO ST. "," 300","BOISE","IDAHO","83712","6269","","United States of America","110","10103115","",10103,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"36",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"184","ACST SL CHILDRENS YEAH","","ACST YEAH","ACST YEAH
YEAH","ACST","St. Luke's Children's - YEAH - Boise","","Physical Fitness","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712","6270","ADA","United States of America","110","10103184","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"37",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"158","ACST SL IDAHO PULMONARY ASSOCIATES","","ACST IPA","ACST IPA
PULMONARY
CSC","ACST","ACST SL IDAHO PULMONARY ASSOCIATES - Boise","","Pulmonology","","100 E IDAHO ST. "," 200","BOISE","IDAHO","83712",NA,"","United States of America","110","10103158","",NA,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"38",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"164","ACST SLC ANAL RECTAL MONOMETRY","","ACST ARM","COLORECTAL
ARM
ACST","ACST","St. Luke's Clinic - Anal Rectal Manometry - Boise","","Colon and Rectal Surgery","","100 E IDAHO ST. "," 316","BOISE","IDAHO","83712",NA,"ADA","United States of America","110","10103164","",10103,"","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
"39",10103,"SLHS ANDERSON CENTER SOUTH TOWER","100 EAST IDAHO STREET","BOISE","Idaho","83712","208","381-7312","100 EAST IDAHO STREET, BOISE, Idaho, 83712",-116.1935105,43.6120865,"118","ACST SLC CENTER FOR PANCREATIC DISEASE","","ACST CFPD","CENTER FOR PANCREATIC
PANCREATIC DISEASE
CFPD
CPLD
LIVER
PANC","ACST","St. Luke's Clinic Center for Pancreatic Disease - Boise","","Pancreatico-Hepatobiliary","","100 E IDAHO ST. "," 301","BOISE","IDAHO","83712","6269","ADA","United States of America","110","10103118","",10103,"Clinic Outpatient
Specimen","","Yes","","100 E IDAHO ST. , BOISE, IDAHO, 83712",-116.1935105,43.6120865
