,location_type,location_code,departmentID,department_name,full_address,lon,lat,n
70,CLINIC,CLINIC002,3954,SL PAIN MANAGEMENT,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
71,CLINIC,CLINIC002,4098,BREAST CARE SERVICES ADMIN,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,5
72,CLINIC,CLINIC002,4202,LABORATORY - MSTI BOISE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
73,CLINIC,CLINIC002,4831,GENETIC COUNSELING,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
74,CLINIC,CLINIC002,5071,ANTICOAGULATION CLINIC,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
75,CLINIC,CLINIC002,5097,ONCOLOGY PHARMACY RESIDENCY,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,4
76,CLINIC,CLINIC002,5251,FOOD & NUTRITION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
77,CLINIC,CLINIC002,5261,CLINICAL NUTRITIONAL SERVICES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
78,CLINIC,CLINIC002,5401,IHT INFRA & OPERATIONS,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
79,CLINIC,CLINIC002,5404,IT ACUTE CARE SERVICES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
80,CLINIC,CLINIC002,5405,IHT EHR SERVICES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
81,CLINIC,CLINIC002,5451,MSTI BUSINESS OPERATIONS,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,4
82,CLINIC,CLINIC002,6003,SLR RHEUM/ONS/WOUND STUDIES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
83,CLINIC,CLINIC002,6011,SLR CHILDREN SPECIALTY STUDIES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
84,CLINIC,CLINIC002,6015,RESEARCH VARIED STUDIES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
85,CLINIC,CLINIC002,6491,RESEARCH IRB OFFICE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
86,CLINIC,CLINIC002,6493,MSTI RESEARCH ADMINISTRATION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,8
87,CLINIC,CLINIC002,6501,MEDICAL TRANSCRIPTION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
88,CLINIC,CLINIC002,6513,HEALTH INFO MGMT SERVICES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
89,CLINIC,CLINIC002,6513,HIM-MSTI-BOISE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,5
90,CLINIC,CLINIC002,6516,TUMOR REGISTRY / MED RECORDS,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
91,CLINIC,CLINIC002,6601,ADMINISTRATION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,4
92,CLINIC,CLINIC002,6601,EXECUTIVE OFFICE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
93,CLINIC,CLINIC002,6602,CSC ADMIN,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,14
94,CLINIC,CLINIC002,6606,MSTI ADMIN-BOISE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,4
95,CLINIC,CLINIC002,6751,CLINICAL SUPPORT,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
96,CLINIC,CLINIC002,6751,MSTI CLINICAL SUPPORT SERVICES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
97,CLINIC,CLINIC002,6791,CENTER FOR NURSING EXCELLENCE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
98,CLINIC,CLINIC002,6801,CLINICAL EDUCATION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,4
99,CLINIC,CLINIC002,6804,MEDICAL LIBRARY,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
100,CLINIC,CLINIC002,6817,BIRTH AND PARENTING EDUCATION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,5
101,CLINIC,CLINIC002,6890,ACADEMIC AND CAREER PLANNING,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
102,CLINIC,CLINIC002,6891,CONFERENCE & MEETING SERVICES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,8
103,CLINIC,CLINIC002,6892,ORGANIZATIONAL DEVELOPMENT,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
104,CLINIC,CLINIC002,6893,LEARNING SOLUTIONS,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
105,CLINIC,CLINIC002,6894,EDUCATION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,4
106,CLINIC,CLINIC002,6901,HUMAN RESOURCES,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
107,CLINIC,CLINIC002,6915,EMPLOYEE HEALTH SOLUTIONS,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
108,CLINIC,CLINIC002,6953,CARES PROGRAM,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,3
109,CLINIC,CLINIC002,7509,IDAHO HEALTH DATA EXCHANGE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
110,CLINIC,CLINIC002,8001,VOLUNTEERS,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
111,CLINIC,CLINIC002,8101,PATIENT SUPPORT-MSTI MER,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,2
112,CLINIC,CLINIC002,8102,PATIENT SUPPORT-MSTI BOISE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,15
113,CLINIC,CLINIC002,8505,HB INSURANCE RECOVERY,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
114,CLINIC,CLINIC002,8506,HB BILLING,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
115,CLINIC,CLINIC002,8509,MSTI PT FIN ADVOCATES-BOISE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,7
116,CLINIC,CLINIC002,8510,CMS INNOV CONTRACT-BILLABLE,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,4
117,CLINIC,CLINIC002,8651,MSTI REGISTRATION POOL,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,10
118,CLINIC,CLINIC002,8699,PATIENT ACCESS ADMINISTRATION,"100 E Idaho, Boise, ID, 83712",-116.1935105,43.6120865,1
119,CLINIC,CLINIC003,2481,SURGICALIST,"100 E Warm Springs, Boise, ID, 83712",-116.1944876,43.6118643,4
120,CLINIC,CLINIC003,3661,SL BARIATRICS & GEN SURGERY,"100 E Warm Springs, Boise, ID, 83712",-116.1944876,43.6118643,2
121,CLINIC,CLINIC003,3691,SL COLO-RECTAL SURGERY,"100 E Warm Springs, Boise, ID, 83712",-116.1944876,43.6118643,4
122,CLINIC,CLINIC006,6817,BIRTH AND PARENTING EDUCATION,"103 W State, Boise, ID, 83702",-116.1926104,43.6145353,2
123,CLINIC,CLINIC006,6951,FITONE,"103 W State, Boise, ID, 83702",-116.1926104,43.6145353,1
124,CLINIC,CLINIC006,6952,WOMEN'S LIFE,"103 W State, Boise, ID, 83702",-116.1926104,43.6145353,1
125,CLINIC,CLINIC006,6954,IDAHO PERINATAL PROJECT,"103 W State, Boise, ID, 83702",-116.1926104,43.6145353,2
126,CLINIC,CLINIC006,6955,PEDS EDUC PARTNER PROG (PEPP),"103 W State, Boise, ID, 83702",-116.1926104,43.6145353,4
127,CLINIC,CLINIC007,2601,HOME CARE,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,1
128,CLINIC,CLINIC007,3573,SL REHAB ADULT - MYRTLE,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,10
129,CLINIC,CLINIC007,3604,SL REHAB CHILDREN'S - MYRTLE,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,1
130,CLINIC,CLINIC007,3687,SL ORTHOPEDICS,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,10
131,CLINIC,CLINIC007,4072,ST LUKE'S IMAGING CENTER,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,3
132,CLINIC,CLINIC007,4306,SPORTS MED OUTREACH RESIDENCY,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,2
133,CLINIC,CLINIC007,6601,ADMINISTRATION,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,1
134,CLINIC,CLINIC007,6904,PHYSICIAN RECRUITING,"1109 W Myrtle, Boise, ID, 83702",-116.210752,43.615187,2
135,CLINIC,CLINIC009,3308,SL FAMILY HEALTH-BOIMCMILLAN,"12080 W McMillan, Boise, ID, 83713",-116.3475458,43.6484069,22
136,CLINIC,CLINIC011,3851,SL HUMPHREYS DIABETES-BOI,"1226 River, Boise, ID, 83702",-116.2139743,43.6144581,12
137,CLINIC,CLINIC011,6002,SLR PRIMARY CARE STUDIES,"1226 River, Boise, ID, 83702",-116.2139743,43.6144581,1
138,CLINIC,CLINIC011,6981,CONSUMER ENGAGEMENT & WELLNESS,"1226 River, Boise, ID, 83702",-116.2139743,43.6144581,1
139,CLINIC,CLINIC012,3302,IDAHO FAMILY PHYSICIANS,"130 E Boise, Boise, ID, 83706",-116.182265,43.585785,22
140,CLINIC,CLINIC012,3306,SL FAMILY HLTH-BOI HOSPITALITY,"130 E Boise, Boise, ID, 83706",-116.182265,43.585785,1
141,CLINIC,CLINIC012,3755,CALDWELL UROLOGY,"130 E Boise, Boise, ID, 83706",-116.182265,43.585785,1
142,CLINIC,CLINIC012,6799,NURSING  ADMINISTRATION,"130 E Boise, Boise, ID, 83706",-116.182265,43.585785,1
143,CLINIC,CLINIC012,8004,ST LUKES CONNECT,"130 E Boise, Boise, ID, 83706",-116.182265,43.585785,1
144,CLINIC,CLINIC013,3301,CAPITAL CITY FAMILY MEDICINE,"1520 W State, Boise, ID, 83702",-116.209111,43.6233714,38
145,CLINIC,CLINIC013,3303,SL FAMILY MEDICINE-BOISE,"1520 W State, Boise, ID, 83702",-116.209111,43.6233714,1
146,CLINIC,CLINIC013,3311,SL FAMILY HEALTH-MERID TEN MIL,"1520 W State, Boise, ID, 83702",-116.209111,43.6233714,1
147,CLINIC,CLINIC013,3401,SL INTERNAL MED-BOI JEFFERSON,"1520 W State, Boise, ID, 83702",-116.209111,43.6233714,1
148,CLINIC,CLINIC013,5405,IHT EHR SERVICES,"1520 W State, Boise, ID, 83702",-116.209111,43.6233714,2
149,CLINIC,CLINIC013,6601,ADMINISTRATION,"1520 W State, Boise, ID, 83702",-116.209111,43.6233714,1
150,CLINIC,CLINIC013,8004,ST LUKES CONNECT,"1520 W State, Boise, ID, 83702",-116.209111,43.6233714,1
151,CLINIC,CLINIC015,4061,DIAGNOSTIC BREAST IMAGING,"247 W Washington, Boise, ID, 83702",-116.1938402,43.6161301,2
152,CLINIC,CLINIC015,4062,BCDC MAMMOGRAPHY,"247 W Washington, Boise, ID, 83702",-116.1938402,43.6161301,5
153,CLINIC,CLINIC015,4098,BREAST CARE SERVICES ADMIN,"247 W Washington, Boise, ID, 83702",-116.1938402,43.6161301,5
154,CLINIC,CLINIC016,1051,MEDICAL INTENSIVE CARE UNIT,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
155,CLINIC,CLINIC016,3203,SL ID CARD ASSOC-BOISE,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,22
156,CLINIC,CLINIC016,3206,SL BOISE HEART CLINIC,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,4
157,CLINIC,CLINIC016,3207,SL CARDIOTHORACIC & VASC ASSOC,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
158,CLINIC,CLINIC016,3401,SL INTERNAL MED-BOI JEFFERSON,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,33
159,CLINIC,CLINIC016,3404,SL INTERNAL MED-BOI CLOVERDALE,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
160,CLINIC,CLINIC016,3405,SL INTERNAL MEDICINE-EAGLE,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,2
161,CLINIC,CLINIC016,3422,SL NEPHROLOGY,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
162,CLINIC,CLINIC016,3501,SL IDAHO PULMONARY-MERID,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
163,CLINIC,CLINIC016,3661,SL BARIATRICS & GEN SURGERY,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
164,CLINIC,CLINIC016,4011,NUCLEAR MEDICINE,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
165,CLINIC,CLINIC016,4012,NUCLEAR MEDICINE-MERID SLICA,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,2
166,CLINIC,CLINIC016,4321,CARDIAC REHABILITATION,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,2
167,CLINIC,CLINIC016,5071,ANTICOAGULATION CLINIC,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,5
168,CLINIC,CLINIC016,5203,LOGISTICS OPERATIONS,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
169,CLINIC,CLINIC016,5401,IHT INFRA & OPERATIONS,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
170,CLINIC,CLINIC016,6001,SLR CARDIOLOGY STUDIES,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,3
171,CLINIC,CLINIC016,6601,ADMINISTRATION,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,2
172,CLINIC,CLINIC016,8601,PATIENT REGISTRATION,"300 E Jefferson, Boise, ID, 83712",-116.1902849,43.6127171,1
173,CLINIC,CLINIC017,2498,BARIATRIC SERVICES ADMIN,"305 E Jefferson, Boise, ID, 83702",-116.1959134,43.6148136,1
174,CLINIC,CLINIC017,6553,QUALITY & PATIENT SAFETY,"305 E Jefferson, Boise, ID, 83702",-116.1959134,43.6148136,1
175,CLINIC,CLINIC018,3206,SL BOISE HEART CLINIC,"3301 N Sawgrass, Boise, ID, 83704",-116.2815024,43.6347892,1
176,CLINIC,CLINIC018,3305,SL MOUNTAIN VIEW MEDICAL,"3301 N Sawgrass, Boise, ID, 83704",-116.2815024,43.6347892,16
177,CLINIC,CLINIC018,3405,SL INTERNAL MEDICINE-EAGLE,"3301 N Sawgrass, Boise, ID, 83704",-116.2815024,43.6347892,1
178,CLINIC,CLINIC018,3851,SL HUMPHREYS DIABETES-BOI,"3301 N Sawgrass, Boise, ID, 83704",-116.2815024,43.6347892,1
179,CLINIC,CLINIC018,5405,IHT EHR SERVICES,"3301 N Sawgrass, Boise, ID, 83704",-116.2815024,43.6347892,1
180,CLINIC,CLINIC018,6601,ADMINISTRATION,"3301 N Sawgrass, Boise, ID, 83704",-116.2815024,43.6347892,1
181,CLINIC,CLINIC018,8004,ST LUKES CONNECT,"3301 N Sawgrass, Boise, ID, 83704",-116.2815024,43.6347892,2
182,CLINIC,CLINIC019,1349,WOMEN'S SERVICES ADMIN,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
183,CLINIC,CLINIC019,2005,SURGERY CENTER,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,18
184,CLINIC,CLINIC019,3207,SL CARDIOTHORACIC & VASC ASSOC,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,26
185,CLINIC,CLINIC019,3303,SL FAMILY MEDICINE-BOISE,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
186,CLINIC,CLINIC019,3422,SL NEPHROLOGY,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,11
187,CLINIC,CLINIC019,3661,SL BARIATRICS & GEN SURGERY,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
188,CLINIC,CLINIC019,3831,MATERNAL FETAL MEDICINE-BOISE,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,16
189,CLINIC,CLINIC019,4098,BREAST CARE SERVICES ADMIN,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
190,CLINIC,CLINIC019,4802,PERIPHERAL VASCULAR LAB,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,2
191,CLINIC,CLINIC019,4821,ENDOSCOPY,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
192,CLINIC,CLINIC019,4831,GENETIC COUNSELING,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
193,CLINIC,CLINIC019,5302,ENVIRONMENTAL SERVICES,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
194,CLINIC,CLINIC019,6601,ADMINISTRATION,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,2
195,CLINIC,CLINIC019,8004,ST LUKES CONNECT,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
196,CLINIC,CLINIC019,8005,CULTURAL AND LANGUAGE SERVICES,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,3
197,CLINIC,CLINIC019,8601,PATIENT ACCESS,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,2
198,CLINIC,CLINIC019,8699,PATIENT ACCESS ADMINISTRATION,"333 N 1st, Boise, ID, 83702",-116.193883,43.613541,1
199,CLINIC,CLINIC020,3405,SL INTERNAL MEDICINE-EAGLE,"403 S 11th, Boise, ID, 83702",-116.2100176,43.6147066,1
200,CLINIC,CLINIC020,3432,SL ENDOCRINOLOGY-BOISE,"403 S 11th, Boise, ID, 83702",-116.2100176,43.6147066,17
